수광점ID,학교,지번,종류,교사동/운동장,층,X,Y,Z,근거등급,근거,추정여부,추정항목
여의도고등학교 ②(4층) 2층-8,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),2,194227.274,547239.383,4.7,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 3층-8,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),3,194227.274,547239.383,8.2,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 4층-8,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),4,194227.274,547239.383,11.7,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 1층-9,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),1,194223.305,547236.267,1.2,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 2층-9,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),2,194223.305,547236.267,4.7,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 3층-9,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),3,194223.305,547236.267,8.2,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 4층-9,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),4,194223.305,547236.267,11.7,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 1층-10,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),1,194219.335,547233.152,1.2,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 2층-10,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),2,194219.335,547233.152,4.7,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 3층-10,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),3,194219.335,547233.152,8.2,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 4층-10,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),4,194219.335,547233.152,11.7,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 1층-11,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),1,194215.366,547230.036,1.2,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 2층-11,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),2,194215.366,547230.036,4.7,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 3층-11,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),3,194215.366,547230.036,8.2,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 4층-11,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),4,194215.366,547230.036,11.7,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 1층-12,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),1,194211.396,547226.92,1.2,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 2층-12,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),2,194211.396,547226.92,4.7,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 3층-12,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),3,194211.396,547226.92,8.2,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 4층-12,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),4,194211.396,547226.92,11.7,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 1층-13,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),1,194207.062,547225.501,1.2,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 2층-13,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),2,194207.062,547225.501,4.7,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 3층-13,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),3,194207.062,547225.501,8.2,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 4층-13,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),4,194207.062,547225.501,11.7,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 1층-14,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),1,194203.948,547229.472,1.2,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 2층-14,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),2,194203.948,547229.472,4.7,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 3층-14,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),3,194203.948,547229.472,8.2,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 4층-14,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),4,194203.948,547229.472,11.7,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 1층-15,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),1,194200.834,547233.443,1.2,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 2층-15,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),2,194200.834,547233.443,4.7,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 3층-15,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),3,194200.834,547233.443,8.2,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 4층-15,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),4,194200.834,547233.443,11.7,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 1층-16,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),1,194197.72,547237.413,1.2,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 2층-16,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),2,194197.72,547237.413,4.7,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
여의도고등학교 ②(4층) 3층-16,여의도고등학교,30-1,교사동 창면,여의도고등학교 ②(4층),3,194197.72,547237.413,8.2,B 일반식(전부 추정),일반식(도면 없음),추정,도면 미수령. 층고 3.5m·창중심 바닥+1.2m·남향계열 외벽 전체를 5m 등간격 으로 분할 — 층고·창높이·수평배치가 **전부 가정값**이다. 도면을 받으면 위치와 높이가 모두 바뀐다
